OBJECTID,GEOGRAPHY_NAME,YEAR,GEOGRAPHY,SEX,RACE_ETHNICITY,AGE_CATEGORY,LEADING_CAUSE_DEATH,METRIC_NAME,METRIC_VALUE,QUALITY_FLAG,ESTIMATE_TYPE,Shape__Area,Shape__Length
2195,Lower North,2023,Planning district,All sexes,All races/ethnicities,All ages,Lung cancer,age_adjusted_mortality_rate_per_100k,47.54242586,,Preliminary,26043094.78125,23444.1876901763
2196,Lower North,2023,Planning district,All sexes,All races/ethnicities,All ages,Pancreatic cancer,count_deaths,20,,Preliminary,26043094.78125,23444.1876901763
2197,Lower North,2023,Planning district,All sexes,All races/ethnicities,All ages,Pancreatic cancer,age_adjusted_mortality_rate_per_100k,23.54170366,unreliable,Preliminary,26043094.78125,23444.1876901763
2198,Lower North,2023,Planning district,All sexes,All races/ethnicities,All ages,Prostate cancer,count_deaths,-99999,suppressed,Preliminary,26043094.78125,23444.1876901763
2199,Lower North,2022,Planning district,All sexes,All races/ethnicities,All ages,All causes,count_deaths,953,,Final,26043094.78125,23444.1876901763
2200,Lower North,2022,Planning district,All sexes,All races/ethnicities,All ages,All causes,age_adjusted_mortality_rate_per_100k,1101.65323554,,Final,26043094.78125,23444.1876901763
2201,Lower North,2012,Planning district,All sexes,All races/ethnicities,All ages,COVID-19,count_deaths,-99999,suppressed,Final,26043094.78125,23444.1876901763
2202,Lower North,2020,Planning district,All sexes,All races/ethnicities,All ages,Cerebrovascular diseases,count_deaths,45,,Final,26043094.78125,23444.1876901763
2203,Lower North,2019,Planning district,All sexes,All races/ethnicities,All ages,Chronic kidney disease,count_deaths,22,,Final,26043094.78125,23444.1876901763
2204,Lower North,2019,Planning district,All sexes,All races/ethnicities,All ages,Chronic kidney disease,age_adjusted_mortality_rate_per_100k,27.60280313,,Final,26043094.78125,23444.1876901763
2205,Lower North,2021,Planning district,All sexes,All races/ethnicities,All ages,Diabetes,age_adjusted_mortality_rate_per_100k,36.16224663,,Final,26043094.78125,23444.1876901763
2206,Lower North,2021,Planning district,All sexes,All races/ethnicities,All ages,HIV/AIDS,count_deaths,-99999,suppressed,Final,26043094.78125,23444.1876901763
2207,Lower North,2021,Planning district,All sexes,All races/ethnicities,All ages,HIV/AIDS,age_adjusted_mortality_rate_per_100k,-99999,suppressed,Final,26043094.78125,23444.1876901763
2208,Lower North,2021,Planning district,All sexes,All races/ethnicities,All ages,Heart disease,count_deaths,215,,Final,26043094.78125,23444.1876901763
2209,Lower North,2021,Planning district,All sexes,All races/ethnicities,All ages,Heart disease,age_adjusted_mortality_rate_per_100k,245.99455858,,Final,26043094.78125,23444.1876901763
2210,Lower North,2021,Planning district,All sexes,All races/ethnicities,All ages,Homicide,count_deaths,54,,Final,26043094.78125,23444.1876901763
2211,Lower North,2021,Planning district,All sexes,All races/ethnicities,All ages,Homicide,age_adjusted_mortality_rate_per_100k,42.23069676,,Final,26043094.78125,23444.1876901763
2212,Lower North,2021,Planning district,All sexes,All races/ethnicities,All ages,Influenza and pneumonia,count_deaths,17,,Final,26043094.78125,23444.1876901763
2213,Lower North,2021,Planning district,All sexes,All races/ethnicities,All ages,Influenza and pneumonia,age_adjusted_mortality_rate_per_100k,18.86148594,unreliable,Final,26043094.78125,23444.1876901763
2214,Lower North,2021,Planning district,All sexes,All races/ethnicities,All ages,Intentional self-harm (suicide),count_deaths,10,,Final,26043094.78125,23444.1876901763
2215,Lower North,2021,Planning district,All sexes,All races/ethnicities,All ages,Intentional self-harm (suicide),age_adjusted_mortality_rate_per_100k,6.97679594,unreliable,Final,26043094.78125,23444.1876901763
2216,Lower North,2021,Planning district,All sexes,All races/ethnicities,All ages,Septicemia,count_deaths,34,,Final,26043094.78125,23444.1876901763
2217,Lower North,2021,Planning district,All sexes,All races/ethnicities,All ages,Septicemia,age_adjusted_mortality_rate_per_100k,39.77542211,,Final,26043094.78125,23444.1876901763
2218,Lower North,2021,Planning district,All sexes,All races/ethnicities,All ages,Unintentional drug overdose,count_deaths,72,,Final,26043094.78125,23444.1876901763
2219,Lower North,2021,Planning district,All sexes,All races/ethnicities,All ages,Unintentional drug overdose,age_adjusted_mortality_rate_per_100k,73.66591884,,Final,26043094.78125,23444.1876901763
2220,Lower North,2021,Planning district,All sexes,All races/ethnicities,All ages,Unintentional injury (excluding drug overdose and motor vehicle crash),count_deaths,23,,Final,26043094.78125,23444.1876901763
2221,Lower North,2019,Planning district,All sexes,All races/ethnicities,<1,All causes,count_infant_deaths,12,,Final,26043094.78125,23444.1876901763
2222,Lower North,2020,Planning district,All sexes,All races/ethnicities,<1,All causes,count_infant_deaths,13,,Final,26043094.78125,23444.1876901763
2223,Lower North,2020,Planning district,All sexes,All races/ethnicities,All ages,Unintentional drug overdose,age_adjusted_mortality_rate_per_100k,75.43589289,,Final,26043094.78125,23444.1876901763
2224,Lower North,2012,Planning district,All sexes,All races/ethnicities,All ages,Septicemia,age_adjusted_mortality_rate_per_100k,20.93153818,unreliable,Final,26043094.78125,23444.1876901763
2225,Lower North,2022,Planning district,All sexes,All races/ethnicities,<1,All causes,count_infant_deaths,12,,Final,26043094.78125,23444.1876901763
2226,Lower North,2022,Planning district,All sexes,All races/ethnicities,All ages,Unintentional drug overdose,age_adjusted_mortality_rate_per_100k,85.30961979,,Final,26043094.78125,23444.1876901763
2227,Lower North,2023,Planning district,All sexes,All races/ethnicities,<1,All causes,infant_mortality_rate_per_1k_live_births,10.02506266,unreliable,Preliminary,26043094.78125,23444.1876901763
2228,Lower North,2023,Planning district,Female,All races/ethnicities,At birth,All causes,life_expectancy_at_birth,76.31665502,,Preliminary,26043094.78125,23444.1876901763
2229,Lower North,2023,Planning district,Male,All races/ethnicities,At birth,All causes,life_expectancy_at_birth,65.89087782,,Preliminary,26043094.78125,23444.1876901763
2230,Lower North,2023,Planning district,All sexes,All races/ethnicities,All ages,Breast cancer,count_deaths,10,,Preliminary,26043094.78125,23444.1876901763
2231,Lower North,2023,Planning district,All sexes,All races/ethnicities,All ages,Breast cancer,age_adjusted_mortality_rate_per_100k,11.25362115,unreliable,Preliminary,26043094.78125,23444.1876901763
2232,Lower North,2023,Planning district,All sexes,All races/ethnicities,All ages,Colorectal cancer,count_deaths,13,,Preliminary,26043094.78125,23444.1876901763
2233,Lower North,2023,Planning district,All sexes,All races/ethnicities,35+,Cancers,age_adjusted_smoking_attributable_mortality_rate_per_100k,101.98301473,,Preliminary,26043094.78125,23444.1876901763
2234,Lower North,2023,Planning district,All sexes,All races/ethnicities,35+,Cardiovascular and metabolic diseases,smoking_attributable_deaths,43.45478619,,Preliminary,26043094.78125,23444.1876901763
2235,Lower North,2023,Planning district,All sexes,All races/ethnicities,35+,Cardiovascular and metabolic diseases,age_adjusted_smoking_attributable_mortality_rate_per_100k,101.52934122,,Preliminary,26043094.78125,23444.1876901763
2236,Lower North,2023,Planning district,All sexes,All races/ethnicities,35+,Pulmonary diseases,smoking_attributable_deaths,19.49967976,,Preliminary,26043094.78125,23444.1876901763
2237,Lower North,2023,Planning district,All sexes,All races/ethnicities,35+,Pulmonary diseases,age_adjusted_smoking_attributable_mortality_rate_per_100k,51.44385269,,Preliminary,26043094.78125,23444.1876901763
2238,Lower North,2014,Planning district,All sexes,All races/ethnicities,35+,Pulmonary diseases,age_adjusted_smoking_attributable_mortality_rate_per_100k,73.29673223,,Final,26043094.78125,23444.1876901763
2239,Lower North,2023,Planning district,All sexes,All races/ethnicities,All ages,Prostate cancer,age_adjusted_mortality_rate_per_100k,-99999,suppressed,Preliminary,26043094.78125,23444.1876901763
2240,Lower North,2023,Planning district,All sexes,All races/ethnicities,All ages,All causes,count_deaths,824,,Preliminary,26043094.78125,23444.1876901763
2241,Lower North,2022,Planning district,All sexes,All races/ethnicities,All ages,COVID-19,count_deaths,47,,Final,26043094.78125,23444.1876901763
2242,Lower North,2012,Planning district,All sexes,All races/ethnicities,All ages,COVID-19,age_adjusted_mortality_rate_per_100k,-99999,suppressed,Final,26043094.78125,23444.1876901763
2243,Lower North,2020,Planning district,All sexes,All races/ethnicities,All ages,Cerebrovascular diseases,age_adjusted_mortality_rate_per_100k,55.59251515,,Final,26043094.78125,23444.1876901763
2244,Lower North,2020,Planning district,All sexes,All races/ethnicities,All ages,Chronic kidney disease,count_deaths,22,,Final,26043094.78125,23444.1876901763
2245,Lower North,2019,Planning district,All sexes,All races/ethnicities,All ages,Chronic lower respiratory diseases,count_deaths,28,,Final,26043094.78125,23444.1876901763
2246,Lower North,2019,Planning district,All sexes,All races/ethnicities,All ages,Chronic lower respiratory diseases,age_adjusted_mortality_rate_per_100k,34.64455793,,Final,26043094.78125,23444.1876901763
2247,Lower North,2019,Planning district,All sexes,All races/ethnicities,All ages,Diabetes,count_deaths,23,,Final,26043094.78125,23444.1876901763
2248,Lower North,2019,Planning district,All sexes,All races/ethnicities,All ages,Diabetes,age_adjusted_mortality_rate_per_100k,29.53741864,,Final,26043094.78125,23444.1876901763
2249,Lower North,2019,Planning district,All sexes,All races/ethnicities,All ages,HIV/AIDS,count_deaths,-99999,suppressed,Final,26043094.78125,23444.1876901763
2250,Lower North,2019,Planning district,All sexes,All races/ethnicities,All ages,HIV/AIDS,age_adjusted_mortality_rate_per_100k,-99999,suppressed,Final,26043094.78125,23444.1876901763
2251,Lower North,2019,Planning district,All sexes,All races/ethnicities,All ages,Heart disease,count_deaths,216,,Final,26043094.78125,23444.1876901763
2252,Lower North,2019,Planning district,All sexes,All races/ethnicities,All ages,Heart disease,age_adjusted_mortality_rate_per_100k,268.3477558,,Final,26043094.78125,23444.1876901763
2253,Lower North,2019,Planning district,All sexes,All races/ethnicities,All ages,Homicide,count_deaths,28,,Final,26043094.78125,23444.1876901763
2254,Lower North,2019,Planning district,All sexes,All races/ethnicities,All ages,Homicide,age_adjusted_mortality_rate_per_100k,26.65304723,,Final,26043094.78125,23444.1876901763
2255,Lower North,2019,Planning district,All sexes,All races/ethnicities,All ages,Influenza and pneumonia,count_deaths,-99999,suppressed,Final,26043094.78125,23444.1876901763
2256,Lower North,2019,Planning district,All sexes,All races/ethnicities,All ages,Influenza and pneumonia,age_adjusted_mortality_rate_per_100k,-99999,suppressed,Final,26043094.78125,23444.1876901763
2257,Lower North,2019,Planning district,All sexes,All races/ethnicities,All ages,Intentional self-harm (suicide),count_deaths,-99999,suppressed,Final,26043094.78125,23444.1876901763
2258,Lower North,2019,Planning district,All sexes,All races/ethnicities,All ages,Intentional self-harm (suicide),age_adjusted_mortality_rate_per_100k,-99999,suppressed,Final,26043094.78125,23444.1876901763
2259,Lower North,2019,Planning district,All sexes,All races/ethnicities,All ages,Septicemia,count_deaths,32,,Final,26043094.78125,23444.1876901763
2260,Lower North,2019,Planning district,All sexes,All races/ethnicities,All ages,Septicemia,age_adjusted_mortality_rate_per_100k,39.93832989,,Final,26043094.78125,23444.1876901763
2261,Lower North,2019,Planning district,All sexes,All races/ethnicities,All ages,Unintentional drug overdose,count_deaths,64,,Final,26043094.78125,23444.1876901763
2262,Lower North,2020,Planning district,All sexes,All races/ethnicities,All ages,Unintentional drug overdose,count_deaths,70,,Final,26043094.78125,23444.1876901763
2263,Lower North,2012,Planning district,All sexes,All races/ethnicities,<1,All causes,count_perinatal_deaths,14,,Final,26043094.78125,23444.1876901763
2264,Lower North,2022,Planning district,All sexes,All races/ethnicities,<1,All causes,perinatal_mortality_rate_per_1k_live_births,-99999,suppressed,Final,26043094.78125,23444.1876901763
2265,Lower North,2022,Planning district,All sexes,All races/ethnicities,All ages,Unintentional drug overdose,count_deaths,83,,Final,26043094.78125,23444.1876901763
2266,Lower North,2023,Planning district,All sexes,All races/ethnicities,<1,All causes,count_infant_deaths,12,,Preliminary,26043094.78125,23444.1876901763
2267,Lower North,2023,Planning district,All sexes,All races/ethnicities,All ages,Unintentional drug overdose,age_adjusted_mortality_rate_per_100k,78.97126155,,Preliminary,26043094.78125,23444.1876901763
2268,Lower North,2023,Planning district,All sexes,All races/ethnicities,All ages,Unintentional injury (excluding drug overdose and motor vehicle crash),count_deaths,22,,Preliminary,26043094.78125,23444.1876901763
2269,Lower North,2023,Planning district,All sexes,All races/ethnicities,All ages,Unintentional injury (excluding drug overdose and motor vehicle crash),age_adjusted_mortality_rate_per_100k,26.99798569,,Preliminary,26043094.78125,23444.1876901763
2270,Lower North,2023,Planning district,All sexes,All races/ethnicities,35+,All causes,smoking_attributable_deaths,219.60038292,,Preliminary,26043094.78125,23444.1876901763
2271,Lower North,2023,Planning district,All sexes,All races/ethnicities,35+,All causes,age_adjusted_smoking_attributable_mortality_rate_per_100k,511.60457151,,Preliminary,26043094.78125,23444.1876901763
2272,Lower North,2023,Planning district,All sexes,All races/ethnicities,35+,Cancers,smoking_attributable_deaths,47.01412821,,Preliminary,26043094.78125,23444.1876901763
2273,Lower North,2015,Planning district,All sexes,All races/ethnicities,All ages,Breast cancer,count_deaths,12,,Final,26043094.78125,23444.1876901763
2274,Lower North,2015,Planning district,All sexes,All races/ethnicities,All ages,Breast cancer,age_adjusted_mortality_rate_per_100k,15.7538043,unreliable,Final,26043094.78125,23444.1876901763
2275,Lower North,2015,Planning district,All sexes,All races/ethnicities,All ages,Colorectal cancer,count_deaths,22,,Final,26043094.78125,23444.1876901763
2276,Lower North,2015,Planning district,All sexes,All races/ethnicities,All ages,Colorectal cancer,age_adjusted_mortality_rate_per_100k,26.69334992,,Final,26043094.78125,23444.1876901763
2277,Lower North,2015,Planning district,All sexes,All races/ethnicities,All ages,Lung cancer,count_deaths,57,,Final,26043094.78125,23444.1876901763
